month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_yy,active_listing_count,active_listing_count_yy,median_days_on_market,median_days_on_market_yy
202005,91010,"duarte, ca",,675050,0.2628,18,-0.1429,39,0.1304
202005,35031,"blountsville, al",*,134950,-0.0357,14,-0.4167,74,-0.1591
202005,33406,"west palm beach, fl",,300050,-0.061,57,-0.1618,56,0.12
202005,38053,"millington, tn",*,205040,-0.0353,26,-0.037,66,0.8333
202005,70403,"hammond, la",*,188730,-0.0631,84,-0.4247,107,0.562
202005,77003,"houston, tx",,371270,-0.0179,122,0.1509,51,0.2911
202005,91786,"upland, ca",,500050,0.001,50,-0.2958,42,0.3125
202005,74017,"claremore, ok",,210050,0.236,61,-0.0161,58,0.1717
202005,5674,"warren, vt",,315050,-0.1201,60,-0.25,148,-0.2211
202005,49746,"hillman, mi",*,149950,0.4113,43,-0.1224,99,-0.12
202005,54022,"river falls, wi",*,329950,0.0313,80,0.1429,49,0.2727
202005,48473,"swartz creek, mi",*,192040,0.0977,42,-0.1429,67,1.127
202005,36078,"tallassee, al",*,225050,0.1673,66,-0.0571,105,0.0096
202005,44105,"cleveland, oh",,47050,0.2614,70,-0.2553,81,0.08
202005,28205,"charlotte, nc",,438495,0.169,179,-0.251,59,0.1683
202005,97008,"beaverton, or",*,395050,-0.0307,30,-0.1892,48,2.84
202005,10705,"yonkers, ny",*,499050,-0.0531,53,0.06,46,0.1084
202005,48114,"brighton, mi",*,449050,0.077,54,-0.28,50,0.6949
202005,8801,"annandale, nj",*,434950,-0.0324,38,-0.4063,74,0.6629
202005,77082,"houston, tx",,385050,0.0267,153,-0.1356,70,0.1024
202005,48180,"taylor, mi",*,125049,0.0879,95,-0.1518,63,0.68
202005,67216,"wichita, ks",*,84550,-0.0254,18,-0.3793,90,1.6471
202005,6840,"new canaan, ct",*,1625050,0.0175,449,-0.4108,117,0.3929
202005,28734,"franklin, nc",*,289950,0.1193,179,-0.1751,88,0.5856
202005,85501,"globe, az",,176950,0.0889,46,0.84,112,-0.0132
202005,98550,"hoquiam, wa",,175050,-0.0057,15,-0.4,72,0.3333
202005,35603,"decatur, al",,294606,0.2151,78,-0.3097,59,0.0351
202005,31632,"hahira, ga",*,289050,0.2324,54,-0.1692,63,0.4824
202005,24090,"fincastle, va",,470000,0.2532,18,-0.1429,119,0.3446
202005,23842,"disputanta, va",,265050,-0.1158,18,-0.3333,91,0.1235
202005,49120,"niles, mi",*,189050,-0.375,56,-0.1765,80,0.6495
202005,75418,"bonham, tx",,187050,0.2162,43,-0.0851,74,0.4231
202005,94601,"oakland, ca",,645050,0.0768,39,0.2188,70,0.5217
202005,3842,"hampton, nh",*,483950,0.1387,94,-0.0408,71,0.6706
202005,43609,"toledo, oh",,42950,0.0999,37,-0.1778,74,0.0207
202005,2780,"taunton, ma",*,346550,0.155,50,-0.1525,42,0.8667
202005,48328,"waterford, mi",*,180050,-0.1342,37,-0.26,63,2.8182
202005,14527,"penn yan, ny",*,168350,-0.2883,26,-0.3953,83,1.075
202005,59758,"west yellowstone, mt",,674950,-0.0352,16,0.1429,305,0.6621
202005,13324,"cold brook, ny",*,199050,0.294,18,1.25,162,0.3671
202005,43206,"columbus, oh",,242550,0.0432,84,-0.2821,46,-0.0707
202005,54893,"webster, wi",*,289950,0.1856,43,-0.5114,77,0.9012
202005,78130,"new braunfels, tx",,283550,0.0406,678,-0.1792,58,0.0357
202005,84664,"mapleton, ut",*,459950,-0.0802,104,0.1685,70,-0.2308
202005,98942,"selah, wa",,387050,0.0052,29,-0.4082,31,-0.7019
202005,95608,"carmichael, ca",,544950,0.0195,102,-0.1639,42,0.4737
202005,28532,"havelock, nc",*,179050,-0.0428,76,0.7273,85,1.4286
202005,48381,"milford, mi",,400050,-0.0361,58,-0.1212,63,0.9091
202005,2646,"harwich port, ma",,775050,0,51,-0.25,91,-0.1802
202005,28147,"salisbury, nc",*,217950,0.079,40,0.2121,48,-0.4146
202005,14063,"fredonia, ny",,159950,-0.1214,34,-0.32,97,0.1617
202005,64064,"lees summit, mo",*,420050,0.098,76,-0.3028,76,0.3945
202005,49858,"menominee, mi",,144950,0.2517,52,-0.5229,99,0.8
202005,12524,"fishkill, ny",,359050,0.0805,104,-0.2353,46,0.15
202005,73068,"noble, ok",,161827,0.1157,39,0.3448,48,0.6552
202005,32346,"panacea, fl",*,299950,0.003,48,-0.0769,111,0.3455
202005,89129,"las vegas, nv",,324050,-0.0256,179,-0.3089,50,0.3699
202005,14837,"dundee, ny",*,434950,0.7932,16,-0.4286,85,0.6667
202005,95602,"auburn, ca",*,639950,-0.0305,88,-0.1456,66,1.0308
202005,23847,"emporia, va",*,139050,0.1729,20,-0.4118,56,-0.6467
202005,75859,"streetman, tx",*,467550,1.3673,18,-0.25,87,0.1837
202005,43004,"blacklick, oh",,498950,0.6145,40,-0.2593,30,0.0345
202005,10590,"south salem, ny",*,649050,-0.0715,100,0.5385,46,0.0455
202005,19006,"huntingdon valley, pa",*,519950,-0.0208,56,-0.3778,91,0.9362
202005,27892,"williamston, nc",,119550,-0.0165,30,-0.1429,184,0.6211
202005,77845,"college station, tx",,339050,0.0645,609,-0.0745,74,0.0068
202005,78621,"elgin, tx",,232791,-0.0706,63,0.05,57,0.3103
202005,21617,"centreville, md",*,398550,0.0044,71,0.029,80,0.2214
202005,12529,"hillsdale, ny",*,330050,-0.3491,24,-0.4894,196,2.5636
202005,22920,"afton, va",*,575050,-0.1606,17,-0.2273,105,1.6923
202005,58545,"hazen, nd",*,169050,-0.0837,36,-0.0769,92,0.076
202005,84120,"west valley city, ut",*,310050,-0.0385,35,0.0938,28,0.5135
202005,33312,"fort lauderdale, fl",,389950,-0.0671,255,-0.0449,86,0.2199
202005,32666,"melrose, fl",*,295050,-0.0838,31,-0.5,157,1.1507
202005,7103,"newark, nj",,210050,0.3999,32,-0.1111,70,0.8667
202005,73089,"tuttle, ok",,285050,-0.0497,22,-0.3889,53,0.0495
202005,79606,"abilene, tx",,250050,4.00E-04,141,-0.0473,60,0.0345
202005,11224,"brooklyn, ny",,545050,-0.1404,39,-0.0714,92,0.2432
202005,10550,"mount vernon, ny",*,399050,0.005,37,0.2333,46,0.1084
202005,31404,"savannah, ga",*,269950,0.7411,87,-0.0745,63,0.008
202005,73026,"norman, ok",*,287952,0.1987,38,-0.2083,49,0.1807
202005,18438,"lakeville, pa",*,339950,0.1334,33,-0.3125,225,0.8293
202005,27205,"asheboro, nc",,339050,0.3043,46,-0.3429,108,0.9817
202005,97003,"beaverton, or",*,395050,-0.0493,43,-0.0444,58,1.9744
202005,14701,"jamestown, ny",*,69950,0.3186,68,-0.4925,114,0.4615
202005,1223,"becket, ma",*,275050,-0.0501,27,-0.325,77,0.4393
202005,54904,"oshkosh, wi",*,319950,-0.0643,23,-0.4524,62,0.181
202005,30033,"decatur, ga",,410050,0.025,229,-0.1358,51,0.2911
202005,66211,"leawood, ks",,1090050,0.148,26,-0.2778,76,0.4074
202005,37037,"christiana, tn",*,344950,-0.0549,53,0.5143,73,1.1471
202005,75707,"tyler, tx",*,379950,0.0234,54,-0.129,53,-0.0364
202005,91977,"spring valley, ca",*,524050,0.0325,35,-0.557,31,0.4091
202005,37030,"carthage, tn",,239950,-0.0944,26,0,49,0.1395
202005,2301,"brockton, ma",*,350050,-0.0263,68,0.1333,37,0.5417
202005,45040,"mason, oh",,540350,0.0233,141,-0.4174,57,0.1287
202005,98531,"centralia, wa",*,310050,0.0898,66,0.65,57,0.9655
202005,20120,"centreville, va",,544950,-0.2215,30,-0.5522,15,-0.3333
202005,35146,"springville, al",*,247950,0.0291,52,-0.2353,98,0.3243
202005,27540,"holly springs, nc",,450940,0.0031,233,-0.0605,77,0.4528
202005,18235,"lehighton, pa",*,230050,0.4837,56,-0.6456,85,0.1724
202005,29048,"eutawville, sc",,279050,-0.2345,16,-0.3846,109,0.3212
202005,66713,"baxter springs, ks",*,85050,0,22,-0.0833,130,0.3131
202005,32404,"panama city, fl",*,230050,-0.0213,350,1.2293,74,0.9733
202005,93451,"san miguel, ca",,729050,0.2202,21,-0.16,59,-0.1511
202005,32433,"defuniak springs, fl",*,169950,-0.025,30,-0.4444,90,0.7143
202005,5059,"quechee, vt",*,359050,0.0406,33,-0.4677,114,0.0909
202005,10577,"purchase, ny",*,2295050,0.2243,60,0.7143,46,-0.5354
202005,8844,"hillsborough, nj",*,509050,0.0452,117,-0.3842,56,0.5135
202005,21793,"walkersville, md",*,375050,0.0869,13,-0.48,55,0.8033
202005,33431,"boca raton, fl",,650050,-0.0137,163,-0.1684,100,0.2346
202005,84067,"roy, ut",*,294950,0.0347,25,-0.5,31,1
202005,10314,"staten island, ny",*,599050,-0.0777,268,-0.2343,98,1.2022
202005,73118,"oklahoma city, ok",,315050,-0.0425,87,0.45,52,0.253
202005,5148,"londonderry, vt",*,249050,-0.336,14,-0.3636,274,0.1635
202005,33919,"fort myers, fl",,229050,0.0789,318,-0.3042,86,0.0552
202005,8846,"middlesex, nj",*,379950,0.1689,31,-0.4655,60,0.8182
202005,18964,"souderton, pa",*,370040,0.2995,22,0,76,0.7674
202005,77364,"pointblank, tx",*,165050,-0.2038,33,-0.2826,84,-0.1962
202005,49913,"calumet, mi",*,89950,0.3027,15,-0.3478,228,1.747
202005,92630,"lake forest, ca",,819950,0.0933,113,-0.3543,43,0.0886
202005,87124,"rio rancho, nm",*,280050,0.0315,78,-0.4834,45,0.0588
202005,90277,"redondo beach, ca",*,1249050,-0.1195,72,0,56,0.4177
202005,72315,"blytheville, ar",*,69950,-0.1895,113,-0.311,242,0.4938
202005,89121,"las vegas, nv",,245050,-0.0196,194,-0.0806,53,0.2045
202005,32440,"graceville, fl",*,135050,4.00E-04,17,-0.0556,151,-0.1634
202005,75482,"sulphur springs, tx",,219950,0.0471,49,-0.0577,67,-0.0629
202005,64114,"kansas city, mo",*,229950,-0.0417,25,-0.4681,46,0.7358
202005,92399,"yucaipa, ca",,469050,0.0758,116,-0.1594,68,0.36
202005,15601,"greensburg, pa",*,244950,0.4241,135,-0.2541,111,0.7344
202005,59840,"hamilton, mt",*,427050,0,128,-0.4311,163,0.7622
202005,72753,"prairie grove, ar",*,214950,0.0848,24,-0.6129,52,-0.0957
202005,62960,"metropolis, il",*,88550,0.0057,157,1.0658,189,0.4211
202005,19150,"philadelphia, pa",,179950,-0.07,33,-0.2667,24,-0.4607
202005,88101,"clovis, nm",*,159050,-0.1405,200,-0.2395,85,0.1409
202005,4640,"hancock, me",*,475050,0.0272,16,1,60,-0.5848
202005,8512,"cranbury, nj",,645050,-0.14,45,-0.4079,77,0.4528
202005,30701,"calhoun, ga",*,189950,0.1509,113,-0.6049,72,-0.1579
202005,44632,"hartville, oh",,289950,-0.1175,15,-0.2105,58,0.3034
202005,31510,"alma, ga",,139950,0,18,-0.1429,116,0.6812
202005,75104,"cedar hill, tx",,362050,0.1492,63,-0.3298,57,0.1875
202005,83845,"moyie springs, id",,419950,0.3588,15,-0.3478,106,1.12
202005,46703,"angola, in",,290050,-0.0151,51,-0.3108,65,0.215
202005,76180,"north richland hills, tx",,296050,-0.0748,54,-0.1429,44,-0.0435
202005,7733,"holmdel, nj",*,810050,-0.0542,103,-0.3439,81,0.9286
202005,67530,"great bend, ks",,122550,-0.0369,87,-0.2162,95,-0.0732
202005,11563,"lynbrook, ny",,539050,0.0277,46,-0.2923,76,1.0541
202005,60035,"highland park, il",*,595050,-0.0058,251,-0.293,86,0.5357
202005,33549,"lutz, fl",*,439950,-0.0719,50,-0.2958,82,0.5185
202005,95963,"orland, ca",,359250,-0.0218,33,-0.4,73,0.0977
202005,18618,"harveys lake, pa",*,176550,-0.1662,24,-0.04,121,1.1043
202005,79761,"odessa, tx",*,213050,0.0679,70,2.0435,53,0.7667
202005,15146,"monroeville, pa",,214950,0.1975,61,-0.3222,85,0.3281
202005,19522,"fleetwood, pa",*,343950,0.2858,18,-0.6087,326,2.3958
202005,78228,"san antonio, tx",*,195050,0.137,65,0.1404,72,0.6552
202005,75001,"addison, tx",,359050,-0.0295,29,0.0357,28,-0.0667
202005,94110,"san francisco, ca",*,1549050,0.1495,54,0.35,26,0.2093
202005,35503,"jasper, al",*,169950,-0.0958,38,-0.3871,92,0.1018
202005,35405,"tuscaloosa, al",*,209950,0.05,94,-0.1132,52,0.0297
202005,56334,"glenwood, mn",*,384950,0.5249,29,-0.4528,54,0.4795
202005,1921,"boxford, ma",,817050,-0.0592,20,-0.2593,51,-0.0467
202005,16002,"butler, pa",,269050,-0.2363,33,0.0645,74,-0.0976
202005,54217,"luxemburg, wi",*,174950,-0.4169,13,-0.35,87,1.32
202005,77016,"houston, tx",,149950,0.0635,42,-0.087,61,0.5062
202005,92691,"mission viejo, ca",,725050,-0.0062,43,-0.5326,44,0.5439
202005,19606,"reading, pa",*,205050,0.233,58,-0.383,58,0.589
202005,29003,"bamberg, sc",,123050,-0.0889,16,-0.3043,127,-0.0078
202005,53718,"madison, wi",,329950,0,27,-0.5781,69,1
202005,49441,"muskegon, mi",*,219950,0.0353,74,0.2982,64,0.9692
202005,33782,"pinellas park, fl",,222950,0.0204,65,-0.1447,68,0.3465
202005,6903,"stamford, ct",*,825050,0.0314,108,-0.5404,72,0.2522
202005,85027,"phoenix, az",*,264950,0.06,36,-0.3455,38,0.7273
202005,60625,"chicago, il",,389050,0.0805,120,-0.2157,35,0.0606
202005,24293,"wise, va",,165050,0.3529,31,-0.4038,234,0.1196
202005,94585,"suisun city, ca",,425050,0.0192,25,-0.2424,37,0.8974
202005,28021,"cherryville, nc",*,182950,-0.3096,19,-0.3448,54,-0.0924
202005,6807,"cos cob, ct",,1399050,0.1707,123,-0.0238,88,0.5439
202005,60014,"crystal lake, il",*,335050,0.1664,165,-0.2431,68,1.0606
202005,19038,"glenside, pa",*,384950,0.1327,36,-0.4098,78,1.4375
202005,10014,"new york, ny",*,2325050,-0.0672,184,-0.3741,129,0.5357
202005,18643,"pittston, pa",,142550,0.0478,38,0.027,118,0.6164
202005,11206,"brooklyn, ny",,995050,-0.005,16,-0.5556,92,0.0455
202005,90241,"downey, ca",*,760000,0.0982,23,-0.5208,77,0.8118
202005,92411,"san bernardino, ca",,275050,0.1111,26,-0.2353,66,-0.0435
202005,48126,"dearborn, mi",*,179950,0.1353,60,-0.4,78,0.5446
202005,98296,"snohomish, wa",,767550,0.0514,49,-0.4096,30,0.0909
202005,47006,"batesville, in",,270050,0.1264,32,-0.36,76,0.0556
202005,61010,"byron, il",*,224950,0.0973,52,-0.0877,65,0.6049
202005,71968,"royal, ar",,375050,0.0714,29,-0.2368,73,-0.0988
202005,19122,"philadelphia, pa",*,325050,0.0484,123,0,85,1.3611
202005,47274,"seymour, in",,219950,0.1892,42,-0.3438,64,0.0323
202005,8226,"ocean city, nj",,699950,0.086,394,-0.3039,99,0.1445
202005,42003,"paducah, ky",*,149950,0.0715,57,-0.5839,89,0.0659
202005,92801,"anaheim, ca",*,587533,-0.0033,28,-0.125,56,0.2874
202005,56514,"barnesville, mn",,259950,0.0421,18,0.6364,67,-0.1976
202005,54701,"eau claire, wi",*,292050,0.2428,135,-0.0753,42,0.12
202005,14072,"grand island, ny",*,264950,-0.1706,22,-0.3889,60,0.6901
202005,95249,"san andreas, ca",*,399050,-0.0013,24,0.2632,55,0.5714
202005,70634,"deridder, la",*,174550,0.0689,98,-0.2222,72,-0.0526
202005,91789,"walnut, ca",,998938,0.0266,70,-0.4697,66,0.2453
202005,54002,"baldwin, wi",,259950,0.1305,31,-0.1143,37,0.1563
202005,32444,"lynn haven, fl",*,275050,0.0377,125,0.6234,73,1.8077
202005,20743,"capitol heights, md",,264050,0.0252,84,-0.0769,48,0.2152
202005,68310,"beatrice, ne",*,178050,0.3959,100,0.4493,95,0.4615
202005,62557,"pana, il",*,74950,0.0197,49,-0.2794,238,0.9669
202005,42134,"franklin, ky",,179950,0,68,-0.2093,72,0.125
202005,80014,"aurora, co",,279050,-0.0445,85,-0.3511,46,0.3529
202005,85017,"phoenix, az",*,219950,0.1,32,0.1852,36,1.7692
202005,77339,"kingwood, tx",,257550,-0.0634,167,0.1761,62,0.2784
202005,17801,"sunbury, pa",*,99950,-0.1255,41,-0.2407,118,0.6276
202005,18504,"scranton, pa",*,125050,0.1373,42,-0.3115,108,0.4595
202005,92410,"san bernardino, ca",*,299950,0.1298,33,-0.1081,75,1.2727
202005,45209,"cincinnati, oh",*,574950,0.9162,24,-0.3514,105,2.5
202005,70345,"cut off, la",*,179050,0.2053,24,-0.3143,109,-0.575
202005,31061,"milledgeville, ga",,269050,0,237,-0.315,81,0.0189
202005,54547,"mercer, wi",,199950,0.002,58,-0.0333,241,-0.0623
202005,78015,"boerne, tx",*,465050,0.0165,195,-0.0802,58,0.0175
202005,74525,"atoka, ok",*,79950,-0.5837,13,-0.1875,73,-0.2356
202005,95841,"sacramento, ca",,375050,0.1952,17,-0.5526,30,-0.1549
202005,81635,"parachute, co",*,299050,-0.1154,61,1.2593,55,0.1579
202005,7933,"gillette, nj",,525050,0,17,-0.15,51,0.4366
202005,2052,"medfield, ma",*,859950,-0.0194,43,-0.2182,79,1.5079
202005,33990,"cape coral, fl",*,279950,0.1094,139,-0.411,61,-0.1223
202005,49749,"indian river, mi",*,375050,0.6486,41,-0.2931,158,0.8588
202005,93560,"rosamond, ca",,308050,0.1622,37,-0.5316,52,0.284
202005,43220,"columbus, oh",*,595050,0.1448,40,-0.1304,47,0.9184
202005,54470,"rib lake, wi",*,164950,0.1871,13,-0.1333,87,0.1226
202005,34609,"spring hill, fl",,224950,0.0225,212,-0.1846,59,0.1683
202005,45322,"englewood, oh",*,159950,0.1507,16,-0.7808,45,0.0843
202005,97224,"portland, or",*,535049,0.1205,91,-0.2778,43,0.2836
202005,86403,"lake havasu city, az",*,314950,0.0093,131,-0.2599,104,0.3595
202005,5663,"northfield, vt",,199050,0.0529,16,-0.3043,134,0.4645
202005,23109,"mathews, va",*,325050,0.0656,39,-0.2642,95,-0.1915
202005,80428,"clark, co",*,725050,0.3302,13,-0.1875,300,0.7595
202005,54301,"green bay, wi",*,214950,0.0137,33,-0.3125,81,1.3824
202005,49265,"onsted, mi",*,449050,0.1897,21,-0.4878,77,0.2623
202005,34604,"brooksville, fl",,244040,0.173,64,-0.2889,47,-0.2101
202005,10025,"new york, ny",*,1265050,-0.0661,159,-0.4067,111,0.748
202005,27703,"durham, nc",,297025,-0.0842,217,0.1604,44,0.2571
202005,31503,"waycross, ga",*,189050,0.2236,56,0.2174,109,0.5683
202005,85033,"phoenix, az",,220050,0.1003,47,-0.0784,34,-0.0933
202005,80305,"boulder, co",,950050,0.1585,33,-0.3889,43,0.4333
202005,28604,"banner elk, nc",*,429550,0.2449,293,-0.3503,133,0.673
202005,21048,"finksburg, md",*,595050,0.2865,16,-0.5556,56,0.8065
202005,73644,"elk city, ok",,149950,-7.00E-04,152,0.0411,161,0.0255
202005,1835,"haverhill, ma",,399050,0.1261,16,-0.3333,26,-0.1875
202005,66053,"louisburg, ks",*,464050,0.4779,23,0.3529,67,1.5769
202005,12211,"albany, ny",*,599950,0.2629,45,0.0976,113,1.1321
202005,11776,"port jefferson station, ny",*,390050,0.0266,74,-0.1868,70,0.8421
202005,93561,"tehachapi, ca",*,365050,0.1044,251,-0.2229,59,0.3258
202005,48843,"howell, mi",*,319950,-0.0348,151,-0.0195,56,0.697
202005,99005,"colbert, wa",*,435050,-0.1158,35,0.25,56,0.8361
202005,60077,"skokie, il",*,318950,0.0542,83,-0.3465,72,0.8947
202005,6071,"somers, ct",,349950,0,47,-0.2769,63,0.4483
202005,99337,"kennewick, wa",*,391149,0.2825,55,-0.3452,31,-0.4259
202005,38138,"germantown, tn",,429950,-0.055,49,-0.1091,49,0.225
202005,85210,"mesa, az",*,233050,-0.1743,31,0.6316,37,1
202005,65018,"california, mo",*,174050,0.3808,13,-0.4583,168,2.5368
202005,8734,"lanoka harbor, nj",*,384850,0.0571,63,-0.3505,104,1.101
202005,3062,"nashua, nh",,345950,-0.0255,49,-0.1833,68,0.36
202005,65049,"lake ozark, mo",*,324950,0.2908,177,-0.4554,73,0.1406
202005,97524,"eagle point, or",*,469050,0.0921,67,-0.3232,80,0.3445
202005,79843,"marfa, tx",,346050,-0.0711,44,0,251,0.1594
202005,22642,"linden, va",*,319950,0.1558,23,-0.2813,43,-0.2037
202005,83353,"sun valley, id",,750050,-0.2462,42,-0.3538,122,-0.0722
202005,15701,"indiana, pa",*,159550,0.0497,119,-0.2563,189,1.1724
202005,11210,"brooklyn, ny",,799050,0.1546,66,-0.1646,106,0.3418
202005,80202,"denver, co",,700050,0.1245,133,0.1176,58,0.3647
202005,7656,"park ridge, nj",*,695050,0.062,23,-0.5208,45,0.3043
202005,2190,"south weymouth, ma",,539050,0.2669,20,-0.4872,24,-0.3333
202005,77963,"goliad, tx",*,415050,0.824,16,-0.2381,99,0.082
202005,63129,"saint louis, mo",*,275050,0.0581,49,-0.4432,50,0.3699
202005,46181,"trafalgar, in",*,230050,-0.1236,15,-0.1176,103,1.9014
202005,40359,"owenton, ky",*,173550,0.6608,16,-0.36,82,-0.2336
202005,40208,"louisville, ky",,128950,-0.3786,40,0.3333,82,0.2519
202005,96122,"portola, ca",,449050,0.3815,56,-0.1884,59,-0.7348
202005,13413,"new hartford, ny",,289050,0.1681,32,-0.2889,99,0.3562
202005,54821,"cable, wi",,299050,-0.175,39,-0.3276,88,-0.2636
202005,49701,"mackinaw city, mi",*,349950,0.3082,23,0.2778,67,0.2072
202005,48872,"perry, mi",,209950,-0.2122,15,0,38,-0.2165
202005,37725,"dandridge, tn",*,349950,0.0294,91,-0.6043,95,0.7925
202005,78660,"pflugerville, tx",,323090,0.0804,208,-0.3043,34,-0.2273
202005,1966,"rockport, ma",*,849050,0.072,31,-0.3922,88,1.5507
202005,98290,"snohomish, wa",,675000,-0.0125,64,-0.2727,33,-0.3125
202005,85388,"surprise, az",,304950,0.0624,78,-0.2041,41,0.1233
202005,12458,"napanoch, ny",*,149950,-0.4098,31,0.4762,46,-0.4321
202005,53532,"deforest, wi",,399950,0.0296,50,-0.0566,56,0.1089
202005,17350,"new oxford, pa",,350050,0.1705,24,-0.4146,122,1.2385
202005,33433,"boca raton, fl",,330049,0.013,294,-0.2812,79,0.1618
202005,11792,"wading river, ny",,549050,-0.0054,50,-0.359,89,0.2192
202005,18372,"tannersville, pa",,199950,0.0147,62,-0.0313,169,-0.0088
202005,61611,"east peoria, il",*,149950,0.0676,95,-0.3581,57,2.2571
202005,56649,"international falls, mn",,177950,-0.0193,61,-0.2375,206,-0.1592
202005,34286,"north port, fl",,234995,0.0155,126,-0.1544,60,-0.0476
202005,63038,"wildwood, mo",,649950,0.0815,35,-0.3269,45,-0.441
202005,33976,"lehigh acres, fl",,205050,0.0792,61,-0.4874,69,0.104
202005,47591,"vincennes, in",,99050,-0.4412,45,-0.2241,143,0.2768
202005,60505,"aurora, il",*,139950,-0.1111,49,-0.0755,57,0.3103
202005,47454,"paoli, in",*,99550,-0.2887,15,-0.2105,86,0.5221
202005,98406,"tacoma, wa",*,499050,0.0396,37,0.2759,34,0.7436
202005,92629,"dana point, ca",*,1499950,0.1218,146,-0.1934,71,0.0519
202005,31216,"macon, ga",*,161040,0.0842,100,-0.5475,108,0.2934
202005,84045,"saratoga springs, ut",*,375450,-0.0951,232,0.0691,36,-0.0137
202005,33065,"coral springs, fl",,219050,-0.1736,153,-0.2388,71,0.2566
202005,12009,"altamont, ny",,409950,0.2239,28,-0.1765,57,-0.4213
202005,27358,"summerfield, nc",,549950,0.0095,99,0.0313,70,0.2174
202005,70706,"denham springs, la",*,264050,0.105,106,-0.4752,86,0.2464
202005,60062,"northbrook, il",*,565050,0.0282,284,-0.2774,71,0.42
202005,55981,"wabasha, mn",,269950,0.0796,20,0.1111,165,0.068
202005,97753,"powell butte, or",,839050,0.1986,37,0.0571,66,0.0732
202005,75201,"dallas, tx",,1230050,0.1336,91,0.2639,89,0.1125
202005,20850,"rockville, md",*,616550,-0.0694,76,-0.392,45,0.5789
202005,76567,"rockdale, tx",,220050,0.2571,26,-0.2778,52,-0.3459
202005,46405,"lake station, in",*,110050,0.5938,21,0.1667,65,0.1927
202005,73069,"norman, ok",,289050,0.247,72,-0.2941,52,0.1954
202005,87529,"el prado, nm",,399050,0.0931,22,-0.12,161,0.61
202005,66226,"shawnee, ks",*,427000,0.0674,41,-0.18,56,-0.2329
202005,89108,"las vegas, nv",,235050,0,211,-0.0866,57,0.425
202005,12523,"elizaville, ny",*,249050,-0.1184,18,-0.617,112,0.9145
202005,19952,"harrington, de",,226050,0.0762,24,-0.3684,58,-0.0569
202005,28512,"atlantic beach, nc",,396050,-0.1071,217,0.3562,182,0.6106
202005,42717,"burkesville, ky",*,195550,0.2861,44,-0.2281,231,2.1862
202005,56001,"mankato, mn",,309950,0.1107,157,-0.0188,53,0.0392
202005,50022,"atlantic, ia",,112050,-0.0627,43,-0.0227,87,-0.1077
202005,22655,"stephens city, va",*,336141,0.1261,59,-0.1806,68,0.1429
202005,31322,"pooler, ga",,284950,0.1172,209,-0.0833,84,0.4118
202005,7732,"highlands, nj",*,625050,0.4636,27,-0.4808,80,0.5686
202005,71929,"bismarck, ar",,199050,0.0529,26,0.04,94,0.2617
202005,6385,"waterford, ct",,299050,-0.0015,92,-0.4026,65,0.3402
202005,18062,"macungie, pa",*,375050,0.3395,44,-0.3973,64,0.5422
202005,44117,"euclid, oh",,95050,-0.0948,13,-0.4583,70,0.4
202005,34210,"bradenton, fl",,249050,-0.0195,187,-0.0603,100,0.1429
202005,43614,"toledo, oh",*,129050,0.0328,44,-0.2903,39,-0.2277
202005,38122,"memphis, tn",*,69950,0.2718,30,-0.5522,64,0.2549
202005,90815,"long beach, ca",,765050,0.0663,37,-0.4219,56,0.4
202005,28655,"morganton, nc",,264950,-0.1709,70,-0.3396,99,0.3469
202005,24502,"lynchburg, va",*,209950,0.1507,68,-0.1169,61,0.6486
202005,3857,"newmarket, nh",,459950,0.0165,14,-0.2222,54,0.3171
202005,23175,"urbanna, va",*,325050,-0.0701,39,-0.3036,188,1.4901
202005,1810,"andover, ma",,729950,-0.0865,77,-0.4762,42,0.3125
202005,30720,"dalton, ga",*,239050,-0.0245,96,0.2632,71,0.8933
202005,46123,"avon, in",,305050,0.017,84,-0.3115,49,0.4203
202005,30461,"statesboro, ga",,245950,0.1437,62,-0.1948,67,0.1453
202005,50703,"waterloo, ia",*,64950,0.182,34,-0.3929,74,0.451
202005,34786,"windermere, fl",*,779050,-0.0262,327,-0.071,87,0.2429
202005,24378,"troutdale, va",,145050,-0.3546,25,0.5625,182,-0.0877
202005,28462,"supply, nc",,525050,0.1414,174,-0.1077,119,0.2396
202005,40965,"middlesboro, ky",*,149950,0.2501,39,-0.2909,115,0.2707
202005,85212,"mesa, az",,424950,0.127,109,-0.2781,43,0.0361
202005,43040,"marysville, oh",*,337050,0.0617,44,-0.0638,51,0.8889
202005,85637,"sonoita, az",,549050,0.1002,23,-0.2069,186,-0.1389
202005,99206,"spokane, wa",*,355050,0.0146,42,-0.2075,46,0.5333
202005,27893,"wilson, nc",*,145050,0.5631,58,-0.2658,63,-0.414
202005,12047,"cohoes, ny",,274950,0.0286,38,-0.3559,69,0.1695
202005,97404,"eugene, or",*,356050,0.0246,45,-0.1176,46,1.0444
202005,48423,"davison, mi",*,215050,-0.0333,73,-0.0988,82,1.1579
202005,48095,"washington, mi",,525050,-0.0102,24,-0.1724,77,0.2419
202005,7724,"eatontown, nj",*,499000,0.1026,80,-0.1011,67,0.9143
202005,8852,"monmouth junction, nj",*,655050,0.1974,73,-0.4341,77,0.5876
202005,77488,"wharton, tx",,160050,-0.0244,27,-0.46,94,0.093
